Name,Location,Year,Kms_Driven,Price,Car_Age,Price_per_KM
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,6.25,11,7.2954359752538815
Hyundai Verna CRDi,Hyderabad,2011,70000,5.1,14,7.285714285714285
Mitsubishi Outlander 2.4,Delhi,2010,76000,5.53,15,7.276315789473684
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,8.0,14,7.2727272727272725
Hyundai Verna 1.6 SX,Bangalore,2014,95000,6.9,11,7.2631578947368425
Hyundai i10 Magna 1.2 iTech SE,Kolkata,2012,31000,2.25,13,7.258064516129032
Maruti Swift Vdi BSIII,Bangalore,2012,62000,4.5,13,7.258064516129032
Mahindra Thar CRDe AC,Jaipur,2012,75800,5.5,13,7.255936675461742
Ford Figo Diesel EXI,Kolkata,2012,36542,2.65,13,7.251929286848011
Honda Amaze E i-Vtech,Kolkata,2013,40000,2.9,12,7.25
Maruti Ritz ZDi,Hyderabad,2014,60000,4.35,11,7.249999999999999
Maruti Wagon R VXI,Mumbai,2014,43628,3.16,11,7.243054918859448
Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,5.99,13,7.238758172304197
Hyundai i10 Magna,Coimbatore,2011,50436,3.65,14,7.2368942818621615
Volkswagen Polo Petrol Comfortline 1.2L,Kochi,2012,52818,3.82,13,7.232382899769018
Hyundai Verna SX CRDi AT,Pune,2012,83000,6.0,13,7.228915662650603
Hyundai i20 Sportz Option,Delhi,2013,48454,3.5,12,7.22334585379948
Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,6.5,17,7.222222222222222
Honda Amaze S Diesel,Kolkata,2013,45000,3.25,12,7.222222222222222
Toyota Etios GD,Kolkata,2014,45000,3.25,11,7.222222222222222
Honda Brio VX,Pune,2013,45000,3.25,12,7.222222222222222
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,6.5,11,7.222222222222222
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,3.25,12,7.222222222222222
Maruti Swift Dzire VXI,Hyderabad,2012,65097,4.7,13,7.219994777025055
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,3.75,14,7.211538461538462
Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,52000,3.75,11,7.211538461538462
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,5.4,11,7.211056953996128
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,75000,5.4,12,7.2
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,1.95,15,7.1984938535937095
Maruti Swift Dzire VXI,Pune,2014,68218,4.9,11,7.1828549649652595
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,3.95,14,7.181818181818182
Honda Brio S MT,Kolkata,2013,33280,2.39,12,7.181490384615385
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,9.8,14,7.180013187779325
Toyota Camry W4 (AT),Mumbai,2010,62714,4.5,15,7.175431323149536
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,4.4,11,7.174887892376683
Maruti Celerio VXI AT,Mumbai,2014,53000,3.8,11,7.169811320754717
Maruti Ritz VDi,Kolkata,2012,39772,2.85,13,7.165845318314392
Hyundai i20 Magna,Kolkata,2012,37000,2.65,13,7.162162162162162
Hyundai Elantra CRDi SX,Hyderabad,2012,125928,9.0,13,7.14694110920526
Maruti Grand Vitara AT,Chennai,2008,77000,5.5,17,7.142857142857143
Maruti Swift VDI,Chennai,2012,63000,4.5,13,7.142857142857143
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,3.0,14,7.142857142857143
Hyundai i10 Sportz AT,Kochi,2014,61517,4.39,11,7.136238763268689
Maruti Ertiga ZDI,Delhi,2013,68000,4.85,12,7.13235294117647
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,4.35,11,7.131147540983606
Toyota Corolla Altis VL,Mumbai,2010,70200,5.0,15,7.122507122507122
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,6.75,14,7.1186762426044865
Maruti Swift RS VDI,Hyderabad,2013,73212,5.2,12,7.102660765994646
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,7.99,17,7.102222222222222
Honda City V MT,Pune,2012,69000,4.9,13,7.101449275362319
Honda Amaze S Diesel,Kolkata,2013,46500,3.3,12,7.096774193548387
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,4.35,11,7.096595265673686
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,5.85,11,7.095209217707701
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,5.25,16,7.094594594594595
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,4.75,12,7.08955223880597
Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,5.23,14,7.088353685808385
BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,6.3,17,7.078651685393258
Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,67132,4.75,13,7.0756122266579276
Honda City 1.5 S MT,Chennai,2013,83432,5.9,12,7.071627193403011
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,9.24,12,7.064760302775442
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,4.8,14,7.0588235294117645
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,4.8,12,7.0588235294117645
BMW 5 Series 2003-2012 520d,Pune,2010,170000,12.0,15,7.0588235294117645
Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,3.9,11,7.0553756535267835
Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,3.9,27,7.052441229656419
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,2.75,13,7.051282051282051
Maruti Swift VDI,Hyderabad,2012,68238,4.8,13,7.03420381605557
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,5.5,14,7.032978274490748
Renault Pulse RxL,Hyderabad,2014,48425,3.4,11,7.021166752710377
Maruti Swift 1.3 LXI,Delhi,2012,52000,3.65,13,7.019230769230769
Hyundai i20 1.2 Magna,Bangalore,2010,52000,3.65,15,7.019230769230769
Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,3.54,11,7.017404749633271
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,4.7,15,7.014925373134329
Honda Accord 2.4 MT,Ahmedabad,2009,82002,5.75,16,7.012024096973245
Maruti Swift Dzire LXI,Kochi,2013,59350,4.16,12,7.0092670598146585
Chevrolet Beat LS,Kolkata,2013,25000,1.75,12,7.0
Chevrolet Cruze LTZ,Mumbai,2011,65000,4.55,14,7.0
Hyundai EON D Lite,Pune,2013,30000,2.1,12,7.0
Volkswagen Vento Petrol Highline,Pune,2013,57197,4.0,12,6.993373778345018
Maruti Swift Dzire VDI,Jaipur,2014,75074,5.25,11,6.993100141194022
Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,9.5,11,6.985294117647059
Maruti Swift VDI,Chennai,2014,75180,5.25,11,6.983240223463687
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,5.25,13,6.9813829787234045
Volkswagen Polo GT TDI,Pune,2014,68865,4.8,11,6.970159006752342
Maruti Swift Dzire VDi,Hyderabad,2013,83327,5.8,12,6.960529000204016
Maruti Swift Dzire VDI,Hyderabad,2014,81768,5.69,11,6.9587124547500245
Maruti Swift VDI,Coimbatore,2014,83274,5.79,11,6.952950500756539
Honda Brio S Option MT,Mumbai,2012,39566,2.75,13,6.950411969873123
Hyundai i20 Magna,Jaipur,2013,59000,4.1,12,6.949152542372881
Hyundai i20 Sportz 1.2,Kolkata,2013,40300,2.8,12,6.947890818858561
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,6.25,12,6.944444444444445
Hyundai Verna 1.6 CRDI,Jaipur,2011,72000,5.0,14,6.944444444444445
Hyundai i20 1.2 Magna,Kolkata,2011,36000,2.5,14,6.944444444444445
Nissan Sunny Diesel XV,Chennai,2014,79200,5.5,11,6.944444444444445
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,5.5,12,6.942253076680341
Volvo XC60 D5,Ahmedabad,2011,173000,12.0,14,6.936416184971098
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,3.95,11,6.9298245614035086
Honda Accord 2.4 MT,Coimbatore,2012,94989,6.58,13,6.927117876806788
Renault Pulse RxL,Hyderabad,2013,71491,4.95,12,6.923948469038061
Volkswagen Vento Petrol Highline,Pune,2013,65000,4.5,12,6.923076923076923
Maruti Swift VDI,Ahmedabad,2013,60000,4.15,12,6.916666666666668
Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,3.25,14,6.914893617021277
Toyota Etios Liva GD,Delhi,2014,63000,4.35,11,6.904761904761904
Maruti Swift Dzire LXI,Delhi,2014,56510,3.9,11,6.90143337462396
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,5.8,14,6.899669291713259
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,67407,4.65,11,6.898393341937782
Maruti Ertiga VDI,Chennai,2012,87000,6.0,13,6.896551724137931
Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,4.0,13,6.896551724137931
Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,4.0,14,6.896551724137931
Maruti Ritz VDi,Coimbatore,2013,73278,5.05,12,6.8915636343786675
Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,72563,5.0,11,6.89056406157408
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,3.99,11,6.879310344827586
Tata New Safari EX 4x2,Jaipur,2011,80000,5.5,14,6.875
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,4.25,11,6.854838709677419
Honda Brio EX MT,Chennai,2013,42320,2.9,12,6.852551984877127
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,3.85,13,6.850533807829182
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,5.34,15,6.846153846153846
Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,2.6,17,6.842105263157895
Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,13.0,14,6.842105263157895
Maruti Swift ZXI ABS,Coimbatore,2012,78212,5.35,13,6.840382549992329
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,3.75,12,6.832467887400929
Maruti Swift ZDI,Delhi,2012,52000,3.55,13,6.826923076923077
Maruti Swift Dzire VDI,Kolkata,2014,57000,3.89,11,6.824561403508772
Honda Brio 1.2 S Option MT,Delhi,2012,40315,2.75,13,6.8212824010914055
Hyundai i20 Sportz AT 1.4,Pune,2012,55000,3.75,13,6.818181818181818
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,4.2,14,6.818181818181818
Ford Figo Diesel ZXI,Coimbatore,2013,65287,4.45,12,6.816058327078898
Maruti Alto K10 VXI,Coimbatore,2011,46808,3.19,14,6.815074346265596
Honda City 1.5 S MT,Kolkata,2011,45501,3.1,14,6.813037076108217
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,4.7,14,6.811594202898551
Mahindra XUV500 W8 2WD,Delhi,2012,88000,5.99,13,6.806818181818182
Maruti Swift LXI BSIV,Coimbatore,2008,50121,3.41,17,6.803535444224975
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,4.09,11,6.801024310751937
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,3.7,11,6.7954745812518365
Hyundai Verna 1.6 VTVT,Pune,2013,70000,4.75,12,6.785714285714286
Skoda Laura RS,Delhi,2011,70000,4.75,14,6.785714285714286
Maruti Swift VDI,Hyderabad,2014,85512,5.8,11,6.782673776779867
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,5.9,12,6.781609195402299
Maruti Swift VDI,Pune,2014,75216,5.1,11,6.7804722399489465
Mahindra XUV500 W8 2WD,Pune,2011,90000,6.1,14,6.777777777777778
Maruti Swift Dzire VXI,Bangalore,2012,69242,4.69,13,6.7733456572600454
Chevrolet Sail 1.2 LS,Jaipur,2013,48000,3.25,12,6.770833333333333
Maruti Celerio VXI,Delhi,2014,48000,3.25,11,6.770833333333333
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,3.11,12,6.760869565217392
Maruti Swift VDI BSIV,Jaipur,2014,71000,4.8,11,6.76056338028169
Honda Amaze S i-Dtech,Jaipur,2013,63000,4.25,12,6.746031746031746
Tata Sumo EX,Bangalore,2014,66000,4.45,11,6.742424242424242
Honda City 1.5 S MT,Pune,2012,66000,4.45,13,6.742424242424242
Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000,6.0,13,6.741573033707865
Honda City 1.5 S MT,Kolkata,2010,38446,2.59,15,6.736721635540759
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,3.5,13,6.730769230769231
Honda Amaze S i-Dtech,Kolkata,2014,52000,3.5,11,6.730769230769231
Honda City 1.5 V MT,Kolkata,2011,48466,3.26,14,6.726364874344902
Maruti Swift VDI,Hyderabad,2013,84000,5.65,12,6.726190476190476
Chevrolet Beat Diesel LS,Coimbatore,2014,55012,3.7,11,6.725805278848251
Ford Figo Petrol ZXI,Coimbatore,2011,51593,3.47,14,6.7257186052371445
Hyundai EON D Lite Plus,Coimbatore,2013,54884,3.69,12,6.723270898622549
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,8.0,12,6.722689075630252
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,12.99,15,6.721723741811295
Ford Figo Petrol ZXI,Mumbai,2011,32000,2.15,14,6.71875
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,4.75,17,6.718528995756719
Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,4.5,13,6.7164179104477615
Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,6.01,11,6.7065413886223135
Hyundai i10 Era,Jaipur,2013,46230,3.1,12,6.705602422669262
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,6.5,13,6.701030927835052
Maruti Ertiga VDI,Delhi,2014,79870,5.35,11,6.698384875422562
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,4.75,11,6.697687535250987
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,6.25,11,6.697313573579366
Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,3.65,12,6.693072211831152
Maruti Alto LXi,Kolkata,2007,18700,1.25,18,6.684491978609626
Hyundai Verna 1.6 SX,Chennai,2013,85350,5.7,12,6.678383128295255
Mahindra XUV500 W8 4WD,Hyderabad,2012,123600,8.25,13,6.674757281553398
Maruti Celerio LXI,Hyderabad,2014,58470,3.9,11,6.670087224217547
Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,3.0,12,6.666666666666667
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,4.0,20,6.666666666666667
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,4.2,13,6.666666666666667
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,4.0,13,6.666666666666667
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,7.0,12,6.666666666666667
Hyundai i10 Sportz,Mumbai,2011,39000,2.6,14,6.666666666666667
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,4.0,16,6.666666666666667
Honda City 1.5 V MT,Kolkata,2010,45008,3.0,15,6.665481692143619
Nissan Micra Diesel XV,Kolkata,2011,39010,2.6,14,6.664957703153037
Maruti Ertiga ZXI,Pune,2013,82543,5.5,12,6.663193729328956
Ford Figo Petrol ZXI,Coimbatore,2011,51928,3.46,14,6.663071945771067
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,3.4,14,6.653620352250489
Hyundai EON Era Plus,Kochi,2013,57759,3.84,12,6.6483145483820705
Maruti Ertiga ZDI,Mumbai,2012,88000,5.85,13,6.6477272727272725
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,5.25,13,6.6455696202531644
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,2.99,13,6.644444444444445
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,4.25,13,6.640625
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,4.25,11,6.640625
Maruti Wagon R VXI,Chennai,2014,52000,3.45,11,6.634615384615385
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,3.05,14,6.630434782608695
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,5.5,13,6.626506024096385
Maruti Alto K10 VXI,Coimbatore,2011,48624,3.22,14,6.622244159262915
Maruti Wagon R LXI BS IV,Kolkata,2011,34000,2.25,14,6.617647058823529
Maruti Swift Dzire VXi,Pune,2010,49900,3.3,15,6.613226452905812
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,4.95,16,6.6
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,4.75,12,6.597222222222222
Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,4.75,11,6.597222222222222
Hyundai i10 Magna 1.1,Pune,2012,44000,2.9,13,6.590909090909091
Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,3.95,14,6.583333333333333
Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,3.75,12,6.578947368421052
Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,5.25,13,6.5769693325315695
Maruti Swift VDI BSIV,Hyderabad,2014,89000,5.85,11,6.573033707865169
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,5.5,13,6.572814837830732
Honda CR-V 2.4 AT,Hyderabad,2008,82167,5.4,17,6.5719814524079005
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,35000,2.3,18,6.57142857142857
BMW 3 Series 320d,Chennai,2009,137000,9.0,16,6.569343065693431
Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,2.7,11,6.565349544072948
Maruti Alto 800 VXI,Pune,2014,32000,2.1,11,6.5625
Hyundai Verna 1.6 SX,Bangalore,2012,80000,5.25,13,6.5625
Hyundai EON D Lite Plus,Bangalore,2013,45010,2.95,12,6.554099089091313
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,4.85,12,6.5540540540540535
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,7.2,13,6.545454545454546
Hyundai i10 Magna 1.2,Jaipur,2011,40496,2.65,14,6.543856183326748
Honda City 1.5 S MT,Delhi,2012,65055,4.25,13,6.532933671508723
Hyundai i10 Magna 1.1,Ahmedabad,2013,49000,3.2,12,6.530612244897959
Volkswagen Polo GT TSI,Delhi,2013,69000,4.5,12,6.521739130434782
Honda Amaze S Petrol,Jaipur,2014,69000,4.5,11,6.521739130434782
Chevrolet Beat Diesel LT,Bangalore,2012,40700,2.65,13,6.511056511056511
Honda Brio V MT,Pune,2013,50000,3.25,12,6.5
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,6.5,12,6.5
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,3.9,11,6.5
Honda Amaze S i-Dtech,Kolkata,2013,50000,3.25,12,6.5
Honda CR-V RVi MT,Jaipur,2008,100009,6.5,17,6.499415052645262
Honda Brio S MT,Jaipur,2013,53959,3.5,12,6.486406345558665
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,4.15,11,6.484375000000001
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,2.3,13,6.478325775286595
Honda Amaze S i-Dtech,Jaipur,2014,76414,4.95,11,6.477870547281912
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,4.4,13,6.470588235294119
Maruti Ritz VXi,Hyderabad,2012,68000,4.4,13,6.470588235294119
Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,5.5,21,6.470588235294118
Hyundai i10 Asta,Kolkata,2010,32000,2.07,15,6.468749999999999
Hyundai i10 Magna,Mumbai,2011,41000,2.65,14,6.463414634146342
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,10.5,13,6.455063536268235
Maruti Alto LXi,Coimbatore,2010,48105,3.1,15,6.4442365658455465
Maruti Swift Dzire VDi,Kolkata,2009,34000,2.19,16,6.4411764705882355
Volkswagen Vento Petrol Highline,Pune,2011,66000,4.25,14,6.4393939393939394
Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,9.0,12,6.428571428571429
Maruti Ertiga ZDI,Pune,2013,105000,6.75,12,6.428571428571429
Maruti Dzire VDI,Jaipur,2013,77084,4.95,12,6.421566083752789
Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,4.61,12,6.411326212728083
Ford Figo Diesel LXI,Chennai,2010,39000,2.5,15,6.410256410256411
Hyundai i20 Asta,Bangalore,2009,64000,4.1,16,6.406249999999999
Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,7.96,15,6.403191942918279
Mahindra Scorpio SLE BSIV,Delhi,2012,77000,4.93,13,6.402597402597403
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,4.6,13,6.388888888888888
Hyundai Elantra CRDi SX,Jaipur,2012,98008,6.25,13,6.377030446494164
Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,3.61,13,6.371225357829901
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,3.5,13,6.363636363636363
Nissan X-Trail SLX AT,Hyderabad,2010,121812,7.75,15,6.3622631596230255
Mahindra Scorpio SLE BSIV,Delhi,2012,76777,4.88,13,6.35607017726663
Skoda Yeti Elegance,Hyderabad,2010,110009,6.99,15,6.354025579725295
Chevrolet Beat LS,Bangalore,2012,37000,2.35,13,6.351351351351352
Honda Amaze S i-Dtech,Pune,2014,71000,4.5,11,6.338028169014085
Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,3.8,14,6.333333333333333
Honda City 1.5 S MT,Kolkata,2009,31423,1.99,16,6.332940839512459
Hyundai i10 Magna 1.2,Kolkata,2011,35082,2.21,14,6.299526822872128
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,10.64,14,6.295634474515698
Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,3.47,12,6.288966217195882
Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,4.15,12,6.286735745016059
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,4.65,12,6.283783783783784
Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,2.95,12,6.276595744680851
Ford Figo Diesel ZXI,Hyderabad,2013,51000,3.2,12,6.2745098039215685
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,2.4,14,6.270083862371659
Hyundai Accent GLE,Mumbai,2010,32773,2.05,15,6.255149055625056
Honda City i VTEC E,Delhi,2009,52000,3.25,16,6.25
Renault Fluence 1.5,Pune,2012,56000,3.5,13,6.25
Maruti Swift VDI,Pune,2014,84000,5.25,11,6.25
Fiat Linea Emotion,Mumbai,2011,48000,3.0,14,6.25
Honda City V MT,Pune,2013,100000,6.25,12,6.25
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,3.95,15,6.240323548927297
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,5.75,12,6.233062330623306
Maruti Ritz AT,Hyderabad,2012,57788,3.6,13,6.229667058904963
Maruti Swift Ldi BSIV,Kolkata,2014,53000,3.3,11,6.226415094339623
Maruti Wagon R LXI BS IV,Kolkata,2014,40000,2.49,11,6.2250000000000005
Maruti Swift ZDi,Bangalore,2014,98000,6.1,11,6.224489795918367
Maruti Wagon R LXI,Mumbai,2010,37822,2.35,15,6.213315001850774
Toyota Etios Petrol TRD Sportivo,Chennai,2013,67620,4.2,12,6.211180124223603
Honda Amaze S i-Vtech,Kochi,2014,66355,4.12,11,6.209027202170145
Hyundai i20 1.2 Magna,Mumbai,2011,52359,3.25,14,6.207146813346321
Honda Accord 2.4 AT,Mumbai,2011,87000,5.4,14,6.206896551724138
Maruti Ritz ZXi,Mumbai,2014,59451,3.69,11,6.206792148155624
Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,136997,8.5,13,6.204515427345124
Honda Brio V MT,Chennai,2013,53226,3.3,12,6.1999774546274375
Skoda Yeti Ambition 4WD,Pune,2011,97000,6.0,14,6.185567010309279
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,2.8,13,6.184428492545555
Hyundai Verna CRDi,Bangalore,2010,72010,4.45,15,6.179697264268851
Mahindra Scorpio SLE BSIV,Delhi,2011,85000,5.25,14,6.176470588235294
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,3.7,11,6.166666666666667
Honda City V MT Exclusive,Mumbai,2011,56000,3.45,14,6.160714285714286
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,4.0,14,6.153846153846154
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,3.75,13,6.147540983606557
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,2.95,16,6.145833333333333
Hyundai i10 Magna 1.1,Coimbatore,2013,64466,3.96,12,6.142772934570161
Volkswagen Vento Petrol Highline,Pune,2011,54211,3.33,14,6.142664772832082
Honda Accord 2.4 A/T,Mumbai,2008,79000,4.85,17,6.139240506329113
Hyundai Grand i10 CRDi Sportz,Delhi,2014,65000,3.99,11,6.138461538461539
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,2.9,12,6.13055978352782
Hyundai i10 Sportz,Chennai,2012,49000,3.0,13,6.122448979591836
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,4.4,15,6.111111111111112
Hyundai i20 Magna,Delhi,2012,54000,3.3,13,6.111111111111111
Maruti A-Star AT VXI,Hyderabad,2013,56500,3.45,12,6.106194690265487
Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,2012,202082,12.3,13,6.086638097406004
Maruti Wagon R LXI,Hyderabad,2012,52618,3.2,13,6.081569044813562
Maruti Dzire VXI,Pune,2013,74000,4.5,12,6.081081081081081
Maruti Wagon R VXI BS IV,Pune,2014,51000,3.1,11,6.078431372549019
Hyundai Verna Transform VTVT,Pune,2010,51000,3.1,15,6.078431372549019
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,8.2,16,6.0740740740740735
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,4.25,16,6.071428571428571
Maruti Swift VDI,Hyderabad,2012,80799,4.9,13,6.064431490488745
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,4.85,11,6.062499999999999
Maruti Swift Dzire LDI,Delhi,2014,68462,4.15,11,6.061756887032223
Mahindra Scorpio SLE BSIV,Pune,2012,99000,6.0,13,6.0606060606060606
Ford Figo Diesel EXI,Kolkata,2012,41284,2.5,13,6.055614766011045
Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,4.28,13,6.0531489102917675
Honda Amaze S i-Dtech,Kolkata,2013,57000,3.45,12,6.052631578947368
Maruti Swift Ldi BSIV,Delhi,2014,62000,3.75,11,6.048387096774194
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,3.75,14,6.048387096774194
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,3.75,15,6.047996903425585
Toyota Etios G,Jaipur,2013,67000,4.05,12,6.044776119402985
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,6.95,13,6.043478260869565
Hyundai i10 Sportz,Hyderabad,2012,53000,3.2,13,6.037735849056604
Hyundai i10 Sportz AT,Ahmedabad,2012,58000,3.5,13,6.0344827586206895
Chevrolet Spark 1.0 LT,Chennai,2011,29000,1.75,14,6.0344827586206895
