Name,Location,Year,Kilometers_Driven,Price,Car_Age
Hyundai i20 1.2 Spotz,Mumbai,2017,14000,5.95,8
Volvo S60 D4 KINETIC,Delhi,2014,48000,16.0,11
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,6.15,11
Maruti Ritz VXI,Hyderabad,2014,32500,4.05,11
Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,3.1,15
Maruti Dzire VXI,Hyderabad,2013,34900,5.49,12
Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,42.91,15
Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,5.7,10
Honda Brio S MT,Kolkata,2014,35000,2.85,11
Chevrolet Beat LS,Bangalore,2012,37000,2.35,13
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,14.76,7
Honda City ZX GXi,Pune,2008,119000,2.25,17
Maruti Ritz LXi,Mumbai,2016,12000,3.65,9
Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,7.25,9
BMW 3 Series 320d,Hyderabad,2010,73336,10.69,15
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,5.5,11
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,5.1,20
Maruti Wagon R LXI,Mumbai,2014,25422,3.25,11
Maruti Ertiga VDI,Mumbai,2018,14000,9.25,7
Maruti Alto LXi BSIII,Hyderabad,2008,66000,1.7,17
Maruti A-Star Vxi,Kochi,2010,55324,2.87,15
BMW X5 3.0d,Bangalore,2009,90000,17.75,16
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,4.5,8
Hyundai i10 Magna AT,Bangalore,2008,58483,2.95,17
Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,2.6,18
Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,3.0,15
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,15.5,11
Toyota Etios G,Pune,2011,37000,2.8,14
Honda City 1.5 E MT,Kolkata,2010,54801,2.5,15
Maruti Swift Dzire VDI,Bangalore,2014,29000,5.75,11
Maruti Swift VXI,Pune,2010,68000,2.8,15
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,4.59,11
Maruti Ritz VDi,Pune,2012,64290,3.65,13
Toyota Fortuner 4x2 Manual,Mumbai,2015,31000,19.85,10
Jeep Compass 2.0 Limited,Pune,2018,16039,18.5,7
Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,6.95,8
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,3.75,13
Maruti Swift Dzire LDi,Jaipur,2008,78000,2.3,17
Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,2.3,9
Maruti Swift LDI,Hyderabad,2016,52000,5.95,9
Maruti Celerio VXI AT,Kolkata,2016,30000,3.49,9
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,47.7,9
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,6.43,10
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,4.5,14
Mini Cooper S Carbon Edition,Kolkata,2018,2971,39.75,7
Ford Figo Petrol Titanium,Kolkata,2015,21400,4.0,10
Honda City i DTEC V,Ahmedabad,2015,77000,6.98,10
Hyundai Tucson CRDi,Delhi,2006,80000,1.75,19
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,4.75,12
Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,23.5,9
Hyundai Verna 1.6 SX,Hyderabad,2014,39791,7.49,11
Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,10.85,10
Renault KWID RXT,Mumbai,2017,24000,3.5,8
Hyundai i20 Asta 1.2,Bangalore,2015,39000,6.3,10
Honda City V AT,Bangalore,2012,37000,6.75,13
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,28.88,8
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,61648,14.23,9
BMW 3 Series 320d Sport,Mumbai,2012,37000,15.0,13
Maruti Ritz LDi,Jaipur,2013,65000,3.75,12
Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,12.75,14
Maruti Swift Lxi BSIII,Mumbai,2009,53001,1.95,16
Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,4.95,7
Honda City i VTEC CVT VX,Delhi,2015,50000,8.25,10
BMW 3 Series 320d,Hyderabad,2013,48183,20.99,12
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,17.5,15
Maruti Swift VDI,Kochi,2015,53500,5.36,10
Maruti Ertiga VXI,Delhi,2014,17585,6.35,11
Hyundai Verna 1.6 VTVT,Kolkata,2011,36226,2.95,14
Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,55.7,6
Hyundai Santro Xing GL,Kolkata,2009,60170,1.15,16
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,37.5,8
Hyundai i10 Magna 1.2,Kochi,2017,49045,4.07,8
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,2.99,13
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,7.9,8
Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,7.49,9
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,1.1,16
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,56.0,9
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,3.5,9
Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,3.0,17
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,6.1,11
Ford Figo Petrol ZXI,Bangalore,2010,102016,2.25,15
Maruti Swift VDI Optional,Chennai,2016,38000,5.95,9
Renault Pulse RxL,Hyderabad,2013,71491,4.95,12
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,5.49,10
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,6.67,6
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,6.25,10
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,34.88,11
Maruti Ciaz VDi Plus,Jaipur,2016,84085,6.9,9
Honda City i DTEC VX,Kolkata,2014,55000,5.99,11
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,10.4,15
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,29.0,13
Mahindra Xylo H4,Coimbatore,2016,93166,5.85,9
Honda City 1.5 EXI AT,Kochi,2006,99583,2.21,19
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,2.4,15
Toyota Corolla Altis G,Pune,2009,70000,3.0,16
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,3.75,13
Hyundai EON Era Plus,Pune,2015,66510,2.95,10
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,5.8,14
Maruti Swift VDI,Hyderabad,2012,80799,4.9,13
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,16.95,7
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,12.5,12
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,5.0,8
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,4.68,10
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,29.8,9
Renault KWID RXL,Kochi,2017,24214,3.46,8
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,4.0,13
Skoda Laura Ambiente,Chennai,2012,77216,4.5,13
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,5.87,12
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,9.5,10
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,32.5,12
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,3.88,11
BMW 3 Series 320d,Coimbatore,2013,85846,13.08,12
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,3.5,13
Honda Accord 2.4 MT,Mumbai,2010,47000,3.5,15
Hyundai Verna CRDi,Bangalore,2010,72010,4.45,15
Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,2.35,10
Honda City i VTEC SV,Kolkata,2015,480000,5.0,10
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,28.0,13
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,2.0,18
Hyundai i20 1.4 Asta,Mumbai,2015,57000,6.35,10
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,24.63,10
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,7.9,9
Hyundai i20 1.2 Magna,Mumbai,2011,52359,3.25,14
Honda City i VTEC V,Delhi,2016,17000,8.25,9
Nissan Micra Diesel XV,Kolkata,2011,39002,2.85,14
Ford Figo Diesel EXI,Pune,2010,129986,3.2,15
Nissan Micra XL,Kolkata,2013,45000,1.75,12
Honda Accord 2.4 MT,Ahmedabad,2009,82002,5.75,16
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,4.7,15
Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,2.9,8
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,4.25,13
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,14.5,8
Maruti Swift VDI BSIV,Kochi,2016,45725,5.34,9
Maruti Swift LDI BSIV,Jaipur,2014,105000,3.85,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,8.5,16
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,4.2,9
Maruti Ertiga Paseo VDI,Delhi,2016,67000,6.75,9
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,26.0,9
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,8.61,6
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,1.46,16
Maruti Ritz VDi,Mumbai,2011,75308,2.8,14
Honda City 1.5 S MT,Mumbai,2014,58000,5.47,11
Maruti Swift Dzire ZXi,Mumbai,2009,60000,2.45,16
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,21.5,11
Tata Manza Aqua Safire,Mumbai,2010,41195,1.38,15
Mahindra XUV500 W10 2WD,Chennai,2016,89000,13.5,9
Hyundai i10 Sportz AT,Bangalore,2009,60510,3.1,16
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,5.49,9
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,9.51,8
Ford Figo Petrol ZXI,Mumbai,2012,23152,2.39,13
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,5.65,11
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,1.85,15
Porsche Cayenne Base,Kochi,2019,14298,2.02,6
Maruti Swift Dzire VDi,Hyderabad,2013,83327,5.8,12
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,6.9,8
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,5.35,12
Hyundai i10 Era 1.1,Bangalore,2010,56000,2.85,15
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,22.75,11
Maruti Zen LXI,Jaipur,1998,95150,0.45,27
Hyundai i10 Sportz,Coimbatore,2013,32776,4.64,12
Honda Amaze S i-Dtech,Coimbatore,2016,51587,5.27,9
Tata Safari Storme VX,Jaipur,2016,36000,10.0,9
Honda Brio 1.2 S MT,Mumbai,2015,22000,3.95,10
Hyundai i20 Asta,Kochi,2010,30754,3.38,15
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,16.8,7
Honda Jazz Select Edition,Kolkata,2010,45000,1.99,15
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,5.84,8
Jaguar XF Diesel,Coimbatore,2016,55115,36.15,9
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,25.7,11
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,9.24,12
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,7.65,10
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,25.31,10
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,4.75,12
Maruti Swift Dzire VXI,Coimbatore,2014,57676,6.69,11
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,3.1,13
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,1.55,13
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,6.84,6
Tata Nano Twist XT,Hyderabad,2014,16810,1.6,11
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,21.73,8
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,4.75,10
Maruti Alto 800 LXI,Chennai,2015,63714,2.45,10
Mini Cooper 5 DOOR D,Kochi,2019,14857,31.55,6
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,10.25,13
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,27.36,6
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,6.5,12
Hyundai Grand i10 Magna,Jaipur,2016,22000,4.25,9
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,5.5,11
Maruti Swift Dzire LXI,Kolkata,2015,107000,4.0,10
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,4.65,8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,28.5,10
Chevrolet Cruze LTZ,Coimbatore,2014,80073,7.11,11
Maruti Ritz VDi,Hyderabad,2013,85388,3.9,12
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,5.6,8
Maruti Dzire LDI,Pune,2012,150000,2.25,13
Hyundai Verna 1.6 SX,Kolkata,2011,34994,3.9,14
Jaguar XF Diesel,Coimbatore,2014,82536,28.63,11
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,7.25,12
Maruti Wagon R LXI,Pune,2006,52000,2.0,19
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,3.5,14
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,5.0,14
Maruti Wagon R VXI,Chennai,2014,52000,3.45,11
Maruti Swift Dzire VDI,Kolkata,2013,43284,4.5,12
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,14.36,7
Hyundai Grand i10 Asta,Bangalore,2016,51866,5.5,9
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,3.0,12
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,6.08,8
Volkswagen Vento Diesel Highline,Chennai,2013,150000,5.0,12
Toyota Fortuner 4x2 AT,Kochi,2015,47566,20.25,10
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,18.0,7
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,17.5,10
Hyundai EON D Lite,Pune,2013,30000,2.1,12
Hyundai Elantra CRDi SX,Bangalore,2012,36000,7.5,13
Mini Cooper 3 DOOR D,Kochi,2015,27641,24.77,10
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,8.65,10
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,35.5,6
Toyota Corolla Altis GL MT,Delhi,2014,60750,10.5,11
Mahindra XUV500 W7,Delhi,2018,9000,13.0,7
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,26.5,13
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,1.4,21
Honda City i VTEC SV,Kochi,2017,38424,7.51,8
Maruti Swift VDI,Delhi,2014,50000,4.3,11
Honda City i-VTEC CVT VX,Mumbai,2015,19000,8.95,10
Maruti Ertiga VDI,Kochi,2015,58734,6.91,10
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,9.75,9
Maruti Swift Dzire VDi,Jaipur,2010,130000,4.0,15
Maruti Ritz VDi,Hyderabad,2011,79000,3.65,14
Mahindra XUV500 W8 4WD,Chennai,2013,78000,10.75,12
Honda Brio S MT,Kochi,2015,49133,4.51,10
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,49.22,9
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,3.7,11
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,12.99,11
Maruti Swift VXI,Delhi,2015,62088,4.15,10
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,4.4,13
Honda Mobilio S i VTEC,Kolkata,2015,26000,4.25,10
Honda Amaze S i-Vtech,Mumbai,2017,32005,4.25,8
Honda City i-VTEC CVT VX,Jaipur,2017,35000,7.7,8
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,39.75,10
Honda City i-VTEC V,Mumbai,2017,11000,8.5,8
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,7.0,17
Ford Ikon 1.3 Flair,Chennai,2002,65134,0.8,23
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,15.25,12
Maruti A-Star Vxi,Hyderabad,2008,51366,2.25,17
Tata Sumo EX,Kolkata,2016,46300,4.85,9
Honda City V AT,Coimbatore,2012,60908,6.42,13
Nissan Micra XV D,Chennai,2012,93450,2.5,13
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,5.75,14
Maruti 800 Std,Pune,2003,52000,0.5,22
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,11.52,10
Maruti SX4 VDI,Delhi,2014,90000,4.5,11
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,4.75,12
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,13.54,6
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,23.41,10
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,19.25,12
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,20.0,10
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,13.0,14
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,3.99,15
Honda Amaze S i-Dtech,Pune,2015,110000,4.65,10
Maruti Dzire ZDI,Ahmedabad,2013,56454,4.65,12
Maruti Swift LXI,Kolkata,2013,60000,3.15,12
Toyota Corolla Altis G HV AT,Delhi,2013,56000,8.25,12
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,65.0,13
Maruti Swift VDI,Chennai,2012,63000,4.5,13
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,17.5,8
Maruti Swift VXI BSIV,Mumbai,2016,29401,4.31,9
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,6.2,9
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,3.32,14
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,3.75,14
Toyota Etios G SP,Bangalore,2013,132000,4.7,12
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,6.5,9
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,7.25,16
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,8.94,9
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,7.34,7
Maruti Baleno Alpha 1.2,Delhi,2016,17000,6.9,9
Honda Jazz V,Mumbai,2016,31378,5.9,9
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,6.75,12
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,4.1,11
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,27.0,8
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,4.5,11
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,14.5,12
Maruti Swift Dzire VDI,Jaipur,2014,75074,5.25,11
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,1.2,13
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,4.95,19
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,7.5,12
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,48.0,10
Honda Amaze S i-Dtech,Delhi,2015,58000,4.45,10
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,59.65,7
Maruti Ritz VDi,Kochi,2015,57034,4.38,10
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,7.9,9
Hyundai Santro Xing GL,Bangalore,2008,35268,1.88,17
BMW 5 Series 520d Sedan,Mumbai,2008,81000,10.5,17
Maruti Baleno Delta CVT,Coimbatore,2018,34630,7.29,7
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,6.0,13
Mahindra XUV500 W8 2WD,Chennai,2011,126000,6.7,14
Maruti Alto LXi,Jaipur,2009,63000,1.5,16
Mini Cooper 3 DOOR D,Kochi,2016,32298,23.8,9
Mahindra XUV500 W8 4WD,Kochi,2014,63288,7.77,11
Hyundai Santro Xing GLS,Coimbatore,2012,43337,3.32,13
Maruti Swift VDI,Kochi,2015,46561,4.94,10
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,11.0,12
Renault KWID RXT,Hyderabad,2016,48000,3.4,9
Maruti Swift VDI,Kochi,2013,56263,4.17,12
Maruti Zen LXI,Hyderabad,2005,84060,1.25,20
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,5.45,9
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,2.59,13
Mahindra XUV500 W10 AWD,Pune,2015,87900,12.01,10
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,2.45,15
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,29.0,10
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,11.99,15
Honda City i VTEC CVT VX,Delhi,2015,51000,7.9,10
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,6.25,15
Chevrolet Beat LT,Pune,2011,48000,1.8,14
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,4.9,10
Nissan Micra XL Primo,Jaipur,2010,75055,2.25,15
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,8.89,8
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,15.0,13
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,5.65,7
Maruti Ertiga ZDI,Jaipur,2014,57000,7.0,11
Maruti Alto 800 LXI,Hyderabad,2016,9370,2.95,9
Honda Brio V MT,Chennai,2013,53226,3.3,12
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,3.5,15
Honda City 1.5 GXI,Jaipur,2007,75055,2.3,18
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,13.69,8
Toyota Etios Liva GD,Delhi,2013,64000,3.1,12
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,12.75,11
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,13.75,8
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,6.75,8
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,5.25,11
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,8.75,10
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,8.87,8
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,6.5,15
Maruti Ertiga VDI,Pune,2012,168000,4.5,13
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,12.5,13
Toyota Fortuner 4x2 AT,Delhi,2014,89540,16.8,11
Maruti Ertiga ZDI,Hyderabad,2016,85423,8.75,9
Hyundai Elantra CRDi SX AT,Pune,2013,48823,8.5,12
Hyundai i10 Magna 1.2,Kolkata,2011,35082,2.21,14
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,1.6,13
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,6.25,9
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,2.25,18
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,25.75,6
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,6.75,15
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,6.25,10
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,5.1,12
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,10.75,16
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,5.7,9
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,5.95,12
Chevrolet Beat Diesel LT,Kochi,2012,42706,2.4,13
Mahindra Quanto C6,Mumbai,2013,35000,3.49,12
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,4.0,14
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,3.85,12
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,3.95,15
Hyundai i10 Magna 1.2,Jaipur,2013,75049,3.0,12
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,6.7,7
Maruti Ritz ZXi,Coimbatore,2016,22767,6.14,9
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,4.4,13
Maruti Swift Dzire LDI,Pune,2017,57000,4.25,8
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,25.93,15
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,7.0,9
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,25.12,8
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,4.45,8
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,2.4,14
Volkswagen Vento Diesel Highline,Pune,2012,115000,4.33,13
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,6.93,8
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,4.25,11
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,12.5,15
Hyundai Grand i10 Sportz,Chennai,2015,15000,4.9,10
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,4.5,11
Renault KWID RXT,Jaipur,2016,12500,3.0,9
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,5.8,10
Volkswagen Vento Petrol Highline,Pune,2011,54211,3.33,14
Chevrolet Cruze LTZ AT,Kochi,2015,62242,6.62,10
Nissan Terrano XL 110 PS,Mumbai,2015,54000,5.75,10
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,6.2,13
Maruti Celerio VXI AMT,Chennai,2015,55000,3.5,10
Maruti Wagon R LXI,Pune,2010,71000,2.0,15
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,4.0,13
Audi A4 1.8 TFSI,Mumbai,2011,53000,9.5,14
BMW X1 sDrive20d,Mumbai,2013,43000,17.5,12
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,6.11,10
Hyundai i10 Magna,Ahmedabad,2014,51000,3.75,11
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,6.2,18
Honda City i DTEC SV,Mumbai,2014,25000,6.15,11
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,2.4,13
Maruti Swift Ldi BSIII,Pune,2009,80000,2.15,16
Hyundai Grand i10 Magna,Kolkata,2016,21000,3.75,9
Ford Figo Petrol ZXI,Mumbai,2011,32000,2.15,14
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,4.75,10
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,2.45,15
Honda City i-VTEC VX,Mumbai,2017,7500,11.15,8
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,8.9,9
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,4.35,11
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,12.0,10
