Name,Location,Year,Kilometers_Driven,Price,Car_Age
Maruti Alto LXi BSIII,Hyderabad,2008,66000,1.7,17
Maruti A-Star Vxi,Kochi,2010,55324,2.87,15
BMW X5 3.0d,Bangalore,2009,90000,17.75,16
Hyundai i10 Magna AT,Bangalore,2008,58483,2.95,17
Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,2.6,18
Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,3.0,15
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,15.5,11
Toyota Etios G,Pune,2011,37000,2.8,14
Honda City 1.5 E MT,Kolkata,2010,54801,2.5,15
Maruti Swift Dzire VDI,Bangalore,2014,29000,5.75,11
Maruti Swift VXI,Pune,2010,68000,2.8,15
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,4.59,11
Maruti Ritz VDi,Pune,2012,64290,3.65,13
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,3.75,13
Maruti Swift Dzire LDi,Jaipur,2008,78000,2.3,17
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,4.5,14
Hyundai Tucson CRDi,Delhi,2006,80000,1.75,19
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,4.75,12
Hyundai Verna 1.6 SX,Hyderabad,2014,39791,7.49,11
Honda City V AT,Bangalore,2012,37000,6.75,13
BMW 3 Series 320d Sport,Mumbai,2012,37000,15.0,13
Maruti Ritz LDi,Jaipur,2013,65000,3.75,12
Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,12.75,14
Maruti Swift Lxi BSIII,Mumbai,2009,53001,1.95,16
BMW 3 Series 320d,Hyderabad,2013,48183,20.99,12
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,17.5,15
Maruti Ertiga VXI,Delhi,2014,17585,6.35,11
Hyundai Verna 1.6 VTVT,Kolkata,2011,36226,2.95,14
Hyundai Santro Xing GL,Kolkata,2009,60170,1.15,16
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,2.99,13
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,1.1,16
Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,3.0,17
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,6.1,11
Ford Figo Petrol ZXI,Bangalore,2010,102016,2.25,15
Renault Pulse RxL,Hyderabad,2013,71491,4.95,12
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,34.88,11
Honda City i DTEC VX,Kolkata,2014,55000,5.99,11
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,10.4,15
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,29.0,13
Honda City 1.5 EXI AT,Kochi,2006,99583,2.21,19
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,2.4,15
Toyota Corolla Altis G,Pune,2009,70000,3.0,16
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,3.75,13
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,5.8,14
Maruti Swift VDI,Hyderabad,2012,80799,4.9,13
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,12.5,12
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,4.0,13
Skoda Laura Ambiente,Chennai,2012,77216,4.5,13
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,5.87,12
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,32.5,12
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,3.88,11
BMW 3 Series 320d,Coimbatore,2013,85846,13.08,12
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,3.5,13
Honda Accord 2.4 MT,Mumbai,2010,47000,3.5,15
Hyundai Verna CRDi,Bangalore,2010,72010,4.45,15
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,28.0,13
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,2.0,18
Hyundai i20 1.2 Magna,Mumbai,2011,52359,3.25,14
Nissan Micra Diesel XV,Kolkata,2011,39002,2.85,14
Ford Figo Diesel EXI,Pune,2010,129986,3.2,15
Nissan Micra XL,Kolkata,2013,45000,1.75,12
Honda Accord 2.4 MT,Ahmedabad,2009,82002,5.75,16
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,4.7,15
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,4.25,13
Maruti Swift LDI BSIV,Jaipur,2014,105000,3.85,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,8.5,16
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,1.46,16
Maruti Ritz VDi,Mumbai,2011,75308,2.8,14
Honda City 1.5 S MT,Mumbai,2014,58000,5.47,11
Maruti Swift Dzire ZXi,Mumbai,2009,60000,2.45,16
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,21.5,11
Tata Manza Aqua Safire,Mumbai,2010,41195,1.38,15
Hyundai i10 Sportz AT,Bangalore,2009,60510,3.1,16
Ford Figo Petrol ZXI,Mumbai,2012,23152,2.39,13
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,5.65,11
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,1.85,15
Maruti Swift Dzire VDi,Hyderabad,2013,83327,5.8,12
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,5.35,12
Hyundai i10 Era 1.1,Bangalore,2010,56000,2.85,15
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,22.75,11
Maruti Zen LXI,Jaipur,1998,95150,0.45,27
Hyundai i10 Sportz,Coimbatore,2013,32776,4.64,12
Hyundai i20 Asta,Kochi,2010,30754,3.38,15
Honda Jazz Select Edition,Kolkata,2010,45000,1.99,15
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,25.7,11
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,9.24,12
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,4.75,12
Maruti Swift Dzire VXI,Coimbatore,2014,57676,6.69,11
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,3.1,13
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,1.55,13
Tata Nano Twist XT,Hyderabad,2014,16810,1.6,11
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,10.25,13
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,6.5,12
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,5.5,11
Chevrolet Cruze LTZ,Coimbatore,2014,80073,7.11,11
Maruti Ritz VDi,Hyderabad,2013,85388,3.9,12
Maruti Dzire LDI,Pune,2012,150000,2.25,13
Hyundai Verna 1.6 SX,Kolkata,2011,34994,3.9,14
Jaguar XF Diesel,Coimbatore,2014,82536,28.63,11
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,7.25,12
Maruti Wagon R LXI,Pune,2006,52000,2.0,19
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,3.5,14
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,5.0,14
Maruti Wagon R VXI,Chennai,2014,52000,3.45,11
Maruti Swift Dzire VDI,Kolkata,2013,43284,4.5,12
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,3.0,12
Volkswagen Vento Diesel Highline,Chennai,2013,150000,5.0,12
Hyundai EON D Lite,Pune,2013,30000,2.1,12
Hyundai Elantra CRDi SX,Bangalore,2012,36000,7.5,13
Toyota Corolla Altis GL MT,Delhi,2014,60750,10.5,11
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,26.5,13
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,1.4,21
Maruti Swift VDI,Delhi,2014,50000,4.3,11
Maruti Swift Dzire VDi,Jaipur,2010,130000,4.0,15
Maruti Ritz VDi,Hyderabad,2011,79000,3.65,14
Mahindra XUV500 W8 4WD,Chennai,2013,78000,10.75,12
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,3.7,11
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,12.99,11
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,4.4,13
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,7.0,17
Ford Ikon 1.3 Flair,Chennai,2002,65134,0.8,23
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,15.25,12
Maruti A-Star Vxi,Hyderabad,2008,51366,2.25,17
Honda City V AT,Coimbatore,2012,60908,6.42,13
Nissan Micra XV D,Chennai,2012,93450,2.5,13
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,5.75,14
Maruti 800 Std,Pune,2003,52000,0.5,22
Maruti SX4 VDI,Delhi,2014,90000,4.5,11
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,4.75,12
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,19.25,12
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,13.0,14
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,3.99,15
Maruti Dzire ZDI,Ahmedabad,2013,56454,4.65,12
Maruti Swift LXI,Kolkata,2013,60000,3.15,12
Toyota Corolla Altis G HV AT,Delhi,2013,56000,8.25,12
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,65.0,13
Maruti Swift VDI,Chennai,2012,63000,4.5,13
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,3.32,14
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,3.75,14
Toyota Etios G SP,Bangalore,2013,132000,4.7,12
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,7.25,16
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,6.75,12
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,4.1,11
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,4.5,11
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,14.5,12
Maruti Swift Dzire VDI,Jaipur,2014,75074,5.25,11
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,1.2,13
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,4.95,19
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,7.5,12
Hyundai Santro Xing GL,Bangalore,2008,35268,1.88,17
BMW 5 Series 520d Sedan,Mumbai,2008,81000,10.5,17
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,6.0,13
Mahindra XUV500 W8 2WD,Chennai,2011,126000,6.7,14
Maruti Alto LXi,Jaipur,2009,63000,1.5,16
Mahindra XUV500 W8 4WD,Kochi,2014,63288,7.77,11
Hyundai Santro Xing GLS,Coimbatore,2012,43337,3.32,13
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,11.0,12
Maruti Swift VDI,Kochi,2013,56263,4.17,12
Maruti Zen LXI,Hyderabad,2005,84060,1.25,20
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,2.59,13
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,2.45,15
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,11.99,15
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,6.25,15
Chevrolet Beat LT,Pune,2011,48000,1.8,14
Nissan Micra XL Primo,Jaipur,2010,75055,2.25,15
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,15.0,13
Maruti Ertiga ZDI,Jaipur,2014,57000,7.0,11
Honda Brio V MT,Chennai,2013,53226,3.3,12
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,3.5,15
Honda City 1.5 GXI,Jaipur,2007,75055,2.3,18
Toyota Etios Liva GD,Delhi,2013,64000,3.1,12
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,12.75,11
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,5.25,11
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,6.5,15
Maruti Ertiga VDI,Pune,2012,168000,4.5,13
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,12.5,13
Toyota Fortuner 4x2 AT,Delhi,2014,89540,16.8,11
Hyundai Elantra CRDi SX AT,Pune,2013,48823,8.5,12
Hyundai i10 Magna 1.2,Kolkata,2011,35082,2.21,14
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,1.6,13
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,2.25,18
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,6.75,15
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,5.1,12
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,10.75,16
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,5.95,12
Chevrolet Beat Diesel LT,Kochi,2012,42706,2.4,13
Mahindra Quanto C6,Mumbai,2013,35000,3.49,12
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,4.0,14
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,3.85,12
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,3.95,15
Hyundai i10 Magna 1.2,Jaipur,2013,75049,3.0,12
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,4.4,13
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,25.93,15
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,2.4,14
Volkswagen Vento Diesel Highline,Pune,2012,115000,4.33,13
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,4.25,11
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,12.5,15
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,4.5,11
Volkswagen Vento Petrol Highline,Pune,2011,54211,3.33,14
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,6.2,13
Maruti Wagon R LXI,Pune,2010,71000,2.0,15
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,4.0,13
Audi A4 1.8 TFSI,Mumbai,2011,53000,9.5,14
BMW X1 sDrive20d,Mumbai,2013,43000,17.5,12
Hyundai i10 Magna,Ahmedabad,2014,51000,3.75,11
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,6.2,18
Honda City i DTEC SV,Mumbai,2014,25000,6.15,11
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,2.4,13
Maruti Swift Ldi BSIII,Pune,2009,80000,2.15,16
Ford Figo Petrol ZXI,Mumbai,2011,32000,2.15,14
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,2.45,15
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,4.35,11
BMW 3 Series 320d Highline,Mumbai,2009,61500,8.5,16
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,4.25,13
Mitsubishi Outlander 2.4,Bangalore,2010,39525,9.25,15
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,28.0,15
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,5.75,11
Honda Brio S Option AT,Chennai,2012,31500,4.15,13
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,16.5,13
Hyundai i10 Sportz Option,Pune,2013,45000,3.55,12
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,2.5,19
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,3.85,15
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,7.5,13
Hyundai Getz GVS,Mumbai,2005,90000,1.8,20
Ford Figo Diesel EXI,Chennai,2010,78000,2.25,15
BMW X1 sDrive20d,Kolkata,2012,22000,11.5,13
Honda City i VTEC SV,Kolkata,2014,49000,4.75,11
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,4.99,13
Maruti Swift 1.3 VXi,Jaipur,2006,125000,2.35,19
Honda CR-V 2.4 AT,Hyderabad,2014,88046,13.99,11
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,19.75,11
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,2.5,19
Renault Scala RxL AT,Mumbai,2013,7000,3.65,12
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,23.5,13
Toyota Etios G,Kochi,2013,56344,4.57,12
Hyundai i20 Sportz Option,Mumbai,2014,17858,5.32,11
Hyundai i10 Sportz,Hyderabad,2012,53000,3.2,13
BMW 3 Series 320d,Mumbai,2010,67000,9.25,15
Tata Indigo XL Classic Dicor,Delhi,2011,80000,1.2,14
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,3.05,15
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,11.5,11
Hyundai Santro Xing GLS,Hyderabad,2008,80931,2.3,17
Renault Scala Diesel RxL,Hyderabad,2013,130000,4.75,12
Nissan Micra XV,Kolkata,2011,44000,2.65,14
Nissan Terrano XV 110 PS,Pune,2014,163000,5.0,11
Toyota Etios Liva 1.2 G,Chennai,2011,42000,3.75,14
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,4.11,12
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,3.45,21
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,22.5,11
Toyota Innova 2.0 E,Delhi,2006,150000,4.5,19
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,0.9,18
Hyundai Getz GLS,Hyderabad,2006,63181,1.85,19
Honda Amaze S i-Dtech,Kolkata,2013,39575,3.25,12
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,7.34,11
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,10.75,14
Maruti Wagon R LX BSIII,Jaipur,2005,115000,0.99,20
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,4.65,12
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,9.75,11
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,4.4,11
Maruti Swift Dzire VXI,Kolkata,2014,33000,3.99,11
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,5.27,11
Tata Indigo LS,Chennai,2008,99000,1.6,17
Renault Duster 110PS Diesel RxL,Pune,2014,142000,6.0,11
Hyundai i10 Sportz,Chennai,2010,26966,3.0,15
Honda Accord VTi-L MT,Mumbai,2007,86000,1.85,18
Maruti Ritz VDi,Hyderabad,2010,110471,3.5,15
Honda Amaze S Petrol,Jaipur,2014,69000,4.5,11
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,6.6,11
Hyundai Grand i10 Magna,Kochi,2014,48031,4.98,11
BMW 3 Series 320d Highline,Chennai,2008,170000,9.75,17
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,5.55,11
Honda Accord 2.4 AT,Chennai,2011,85000,7.5,14
Chevrolet Aveo 1.4,Hyderabad,2008,55902,1.8,17
Hyundai i10 Magna AT,Hyderabad,2009,50902,3.0,16
Hyundai Elantra CRDi SX,Mumbai,2013,40000,6.95,12
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,3.5,15
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,5.5,11
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,3.25,12
Chevrolet Beat Diesel PS,Jaipur,2013,98598,1.55,12
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,10.75,14
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,28.55,13
Porsche Panamera Diesel,Bangalore,2013,19828,75.0,12
Mahindra Quanto C4,Hyderabad,2012,90049,3.8,13
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,18.5,13
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,6.0,12
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,5.5,13
Maruti Wagon R LXI BS IV,Pune,2010,91000,2.3,15
Maruti Swift VDI,Jaipur,2012,80000,4.25,13
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,21.26,12
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,2.01,12
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,2.6,15
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,2.35,13
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,9.15,13
Honda Brio EX MT,Chennai,2013,42320,2.9,12
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,14.5,12
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,5.25,11
BMW 5 Series 520d Sedan,Delhi,2012,90000,14.5,13
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,25.0,16
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,2.66,13
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,45.0,13
Honda Amaze S i-Dtech,Delhi,2014,66000,3.5,11
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,12.5,14
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,5.55,13
Maruti Swift VXI,Ahmedabad,2012,48772,3.91,13
Chevrolet Beat LS,Chennai,2010,66000,2.19,15
Ford Figo Petrol ZXI,Coimbatore,2011,51593,3.47,14
Maruti Swift VXI BSIII,Pune,2010,75000,2.85,15
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,4.75,11
Nissan Terrano XL D Option,Hyderabad,2013,65280,5.8,12
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,4.65,11
Honda City 1.5 E MT,Jaipur,2009,86863,3.6,16
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,6.21,14
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,4.45,11
Tata Indigo GLE,Chennai,2008,73000,0.8,17
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,5.25,11
BMW X1 sDrive20d,Jaipur,2012,63000,13.5,13
Ford Figo Diesel ZXI,Delhi,2014,66000,3.47,11
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,9.5,12
Volkswagen Vento Petrol Highline,Chennai,2011,37000,4.8,14
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,3.1,13
Toyota Corolla Altis G,Kolkata,2009,45000,3.3,16
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,4.19,12
Honda City ZX VTEC,Jaipur,2006,95000,2.11,19
Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,11.4,14
Honda City 1.5 V MT,Bangalore,2011,65000,5.2,14
Ford Figo Diesel ZXI,Coimbatore,2013,65287,4.45,12
Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,19.5,11
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,1.75,18
Hyundai Elantra CRDi SX AT,Delhi,2013,71000,6.8,12
Maruti Swift LXi BSIV,Hyderabad,2010,71000,3.3,15
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,32.0,15
Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,4.0,14
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,5.25,16
Hyundai EON Era Plus,Jaipur,2013,70000,1.8,12
Maruti Ertiga VDI,Delhi,2014,54569,5.99,11
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,1.5,18
Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,3.25,17
Maruti Ertiga ZDI,Delhi,2014,22281,6.5,11
Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,3.71,12
Hyundai i10 Era,Ahmedabad,2008,60000,1.99,17
Audi A6 2.7 TDI,Ahmedabad,2009,78000,8.0,16
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,2.95,14
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,16.0,13
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,12.5,14
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,2.7,14
Honda City 1.5 V MT,Kochi,2011,94832,3.83,14
Honda City 1.5 S MT,Coimbatore,2012,88381,5.25,13
Maruti SX4 Vxi BSIV,Mumbai,2010,66000,2.46,15
Maruti Swift Dzire VDI,Kolkata,2014,38578,3.96,11
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,3.99,11
Honda City i VTEC SV,Delhi,2014,54257,6.25,11
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,5.0,12
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,4.65,20
Maruti Alto LXi,Hyderabad,2007,52195,1.75,18
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,4.1,13
Honda City 1.5 S MT,Pune,2010,43000,4.21,15
BMW X6 xDrive30d,Delhi,2011,59000,21.9,14
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,5.44,12
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,1.6,15
Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,16.67,11
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,3.85,13
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,10.64,14
Chevrolet Spark 1.0 LT,Chennai,2008,62000,1.1,17
Hyundai Verna Transform VTVT,Hyderabad,2011,51500,2.6,14
BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,18.5,13
Tata Indigo LS,Jaipur,2008,300000,1.0,17
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,4.45,12
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,3.51,17
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,1.4,13
Honda Brio S MT,Ahmedabad,2013,11000,3.9,12
Honda Brio VX,Pune,2013,45000,3.25,12
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,3.45,15
Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,4.25,15
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,8.25,11
Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,5.95,15
Maruti Swift VDI,Ahmedabad,2012,65000,3.9,13
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,3.85,11
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,7.5,14
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,18.0,15
Skoda Laura Ambiente,Hyderabad,2008,122397,4.4,17
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,4.75,11
Honda City 1.5 S AT,Hyderabad,2008,73095,3.8,17
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,3.4,14
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,1.49,17
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,5.4,11
Renault Fluence 1.5,Pune,2012,56000,3.5,13
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,16.5,15
Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,3.9,13
Honda City ZX CVT,Hyderabad,2007,81000,3.25,18
Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,10.0,15
Maruti Wagon R VXI,Mumbai,2006,141537,1.05,19
Hyundai Verna SX CRDi AT,Delhi,2013,51000,5.64,12
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,4.85,11
Honda City 1.5 S MT,Hyderabad,2011,71556,5.5,14
